SOURCE_REPORTING_UNIT_NAME,FIRE_NAME,FIRE_YEAR,DISCOVERY_DATE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,LATITUDE,LONGITUDE,Locations_Address,OWNER_CODE,OWNER_DESCR,STATE,County
Bakersfield District,SHARKTOOTH,1994,2449620,Lightning,2449620,267,1900,800,35.4666,-118.934,"Bakersfield, CA 93308, USA",8,PRIVATE,CA,
Bakersfield District,NEES,1995,2449850,Equipment Use,2449850,128,2000,1820,36.8499,-120.784,"Merced County, CA, USA",8,PRIVATE,CA,
Bakersfield District,OUTLAW,1995,2449860,Arson,2449860,144,2000,300,35.4333,-118.918,"Bakersfield, CA, USA",8,PRIVATE,CA,
Bakersfield District,SHERWOOD,1995,2449870,Powerline,2449870,149,2030,1000,35.6333,-119.068,"Kern County, CA, USA",8,PRIVATE,CA,
Bakersfield District,SIMMLER,1995,2449870,Debris Burning,2449870,153,600,980,35.2666,-119.984,"SANTA MARGAR, CA 93453, USA",8,PRIVATE,CA,
Bakersfield District,46,1995,2449870,Powerline,2449870,152,2130,7495,35.6166,-119.768,"Kern County, CA, USA",8,PRIVATE,CA,
Bakersfield District,UNITED,1995,2449880,Powerline,2449880,158,1500,485,35.5666,-119.034,"Bakersfield, CA 93308, USA",8,PRIVATE,CA,
Bakersfield District,DEVILSDEN,1995,2449890,Debris Burning,2449890,173,2124,1100,35.7,-119.934,"Kern County, CA, USA",8,PRIVATE,CA,
Bakersfield District,ELK,1995,2449890,Powerline,2449890,177,800,1837,35.0333,-119.501,"San Luis Obispo County, CA, USA",1,BLM,CA,
Bakersfield District,PANOCHE,1995,2449900,Arson,2449900,184,1800,300,36.6166,-120.918,"Paicines, CA 95043, USA",8,PRIVATE,CA,
Bakersfield District,SAN EMIDIO,1995,2449910,Equipment Use,2449910,190,1230,400,35.0166,-119.201,"California, USA",7,STATE,CA,
Bakersfield District,58 #2,1995,2449910,Smoking,2449910,194,1530,500,35.3333,-119.584,"McKittrick, CA 93251, USA",1,BLM,CA,
Bakersfield District,PEORIA,1995,2449910,Powerline,2449920,199,2000,3212,37.9333,-120.534,"Angels Camp, CA 95222, USA",7,STATE,CA,
Bakersfield District,PANOCHE#2,1995,2449920,Powerline,2449930,208,600,360,36.7166,-120.768,"Fresno County, CA, USA",1,BLM,CA,
Bakersfield District,GILBREATH,1995,2449930,Arson,2449930,209,2000,2000,35.6833,-119.584,"Unnamed Road, Wasco, CA 93280, USA",8,PRIVATE,CA,
Bakersfield District,ASHURST,1995,2449930,Powerline,2449930,211,1457,466,36.4833,-120.768,"Paicines, CA 95043, USA",8,PRIVATE,CA,
Bakersfield District,MIDWAY,1995,2449940,Arson,2449940,227,2359,8845,35.2833,-119.518,"Kern County, CA, USA",8,PRIVATE,CA,
Bakersfield District,HONOLULU,1995,2449940,Arson,2449940,227,2359,1430,35.2666,-119.534,"Kern County, CA, USA",8,PRIVATE,CA,
Bakersfield District,PANOCHE,1996,2450190,Powerline,2450190,107,1800,2000,36.6333,-120.684,"California, USA",8,PRIVATE,CA,
Bakersfield District,SKYLINE,1996,2450200,Powerline,2450200,118,2300,19839,36.0333,-120.101,"Avenal, CA, USA",8,PRIVATE,CA,
Bakersfield District,PANOCHE II,1996,2450200,Powerline,2450200,119,1800,18340,36.6166,-120.668,"Firebaugh, CA 93622, USA",8,PRIVATE,CA,
Bakersfield District,HWY 41,1996,2450200,Arson,2450200,122,2100,3100,35.9166,-120.918,"Frudden Rd, Bradley, CA 93426, USA",8,PRIVATE,CA,
Bakersfield District,HWY 33,1996,2450210,Arson,2450210,124,2002,350,35.2166,-119.518,"Fellows, CA 93224, USA",8,PRIVATE,CA,
Bakersfield District,BUENAVISTA,1996,2450220,Arson,2450220,138,1920,500,35.2166,-119.501,"Fellows, CA 93224, USA",7,STATE,CA,
Bakersfield District,BLACKWELL,1996,2450220,Equipment Use,2450220,138,1430,450,35.6333,-120.034,"Kern County, CA, USA",8,PRIVATE,CA,
Bakersfield District,OVERLOOK,1996,2450220,Debris Burning,2450220,141,2359,2220,35.2166,-119.901,"SANTA MARGAR, CA 93453, USA",7,STATE,CA,
Bakersfield District,HWY 33 II,1996,2450230,Arson,2450230,144,500,4000,35.8166,-120.009,"Avenal, CA 93204, USA",8,PRIVATE,CA,
Bakersfield District,7 MILE,1996,2450230,Equipment Use,2450230,145,1800,2690,35.3333,-119.884,"SANTA MARGAR, CA 93453, USA",8,PRIVATE,CA,
Bakersfield District,MESA CMPLX,1996,2450230,Arson,2450230,144,2359,4500,35.4333,-118.918,"Bakersfield, CA, USA",8,PRIVATE,CA,
Bakersfield District,COOK,1996,2450240,Equipment Use,2450240,158,1800,743,35.6,-118.451,"Lake Isabella, CA, USA",1,BLM,CA,
Bakersfield District,INDIAN,1996,2450250,Smoking,2450250,168,1800,732,35.3,-118.401,"Havilah, CA 93518, USA",8,PRIVATE,CA,
Bakersfield District,ROUND MTN,1996,2450250,Smoking,2450250,169,2100,2880,35.5,-118.901,"19436-18336 Round Mountain Rd, Bakersfield, CA 93308, USA",8,PRIVATE,CA,
Bakersfield District,MERCY,1996,2450250,Equipment Use,2450250,171,1800,16820,36.9166,-120.734,"Firebaugh, CA 93622, USA",8,PRIVATE,CA,
Bakersfield District,MCSWAIN,1996,2450260,Powerline,2450260,182,1745,425,37.5166,-120.284,"Mariposa County, CA, USA",7,STATE,CA,
Bakersfield District,CUYAMA,1996,2450270,Debris Burning,2450270,187,800,1590,34.8833,-119.668,"Cuyama, CA 93254, USA",7,STATE,CA,
Bakersfield District,GOOSE,1996,2450270,Arson,2450270,186,1800,1800,35.7,-119.668,"Lost Hills, CA 93249, USA",8,PRIVATE,CA,
Bakersfield District,COLVIL/COW,1996,2450270,Lightning,2450280,193,1800,1600,38.5699,-119.513,"111747 US-395, Coleville, CA 96107, USA",1,BLM,CA,
Bakersfield District,WALKER CPX,1996,2450270,Lightning,2450280,202,1800,1300,38.5832,-119.518,"Unnamed Road, Coleville, CA 96107, USA",1,BLM,CA,
Bakersfield District,MIDWAY,1996,2450280,Smoking,2450280,199,1900,350,35.1833,-119.501,"Fellows, CA 93224, USA",1,BLM,CA,
Bakersfield District,GILBRETH,1996,2450280,Arson,2450280,201,2359,3500,35.6833,-119.584,"Unnamed Road, Wasco, CA 93280, USA",7,STATE,CA,
Bakersfield District,MARINE II,1996,2450290,Children,2450290,211,1800,670,38.5832,-119.518,"Unnamed Road, Coleville, CA 96107, USA",1,BLM,CA,
Bakersfield District,COTTON,1996,2450300,Debris Burning,2450300,215,1800,720,37.6166,-120.234,"8773 Detwiler Rd, Mariposa, CA 95338, USA",8,PRIVATE,CA,
Bakersfield District,WARTHAN,1996,2450300,Miscellaneous,2450300,222,2200,1200,36.0833,-120.468,"44732 Parkfield Grade, Coalinga, CA 93210, USA",8,PRIVATE,CA,
Bakersfield District,AIRPORT 1,1996,2450300,Arson,2450300,221,1930,330,35.3333,-119.501,"Kern County, CA, USA",8,PRIVATE,CA,
Bakersfield District,AIRPORT 2,1996,2450300,Arson,2450300,221,2000,1100,35.3333,-119.501,"Kern County, CA, USA",8,PRIVATE,CA,
Bakersfield District,BEAR,1996,2450310,Lightning,2450310,228,2000,2700,38.0999,-120.568,"1291 Lakeside Dr, Angels Camp, CA 95222, USA",8,PRIVATE,CA,
Bakersfield District,BASE LINE,1996,2450310,Lightning,2450310,227,2000,4000,37.8999,-120.551,"Shotgun Creek Dr, Jamestown, CA 95327, USA",8,PRIVATE,CA,
Bakersfield District,RIMROCK,1996,2450310,Lightning,2450310,227,2000,2300,38.2832,-120.401,"Mountain Ranch, CA 95246, USA",8,PRIVATE,CA,
Bakersfield District,KEYSTONE,1996,2450310,Lightning,2450310,227,1800,5600,37.8499,-120.501,"12098 Co Rd J59, Jamestown, CA 95327, USA",1,BLM,CA,
Bakersfield District,ROGGE,1996,2450310,Lightning,2450320,241,1800,22080,37.8999,-120.134,"Groveland, CA 95321, USA",5,USFS,CA,
Bakersfield District,KAWEAH,1996,2450310,Equipment Use,2450330,245,1900,4479,36.4499,-118.984,"Lemon Cove, CA 93244, USA",1,BLM,CA,
Bakersfield District,POND,1996,2450360,Arson,2450360,274,1900,1000,35.7166,-119.534,"Wasco, CA 93280, USA",7,STATE,CA,
Bakersfield District,TAFT,1996,2450360,Arson,2450360,281,1330,312,35.2166,-119.351,"Kern County, CA, USA",8,PRIVATE,CA,
Bakersfield District,BANOS,1996,2450370,Lightning,2450380,294,1139,4380,36.7999,-120.884,"Merced County, CA, USA",8,PRIVATE,CA,
Bakersfield District,WESTFIELD,1996,2450380,Arson,2450380,302,1800,1225,35.0333,-119.368,"Maricopa, CA 93252, USA",8,PRIVATE,CA,
Bakersfield District,COTTONWD 2,1997,2450580,Equipment Use,2450580,128,2200,3500,35.3833,-118.784,"Kern County, CA, USA",8,PRIVATE,CA,
Bakersfield District,COUNTYLINE,1997,2450580,Equipment Use,2450580,133,800,645,35.7833,-119.601,"County Line Rd, Wasco, CA 93280, USA",7,STATE,CA,
Bakersfield District,LOKERN,1997,2450590,Powerline,2450590,140,1200,47000,35.3944,-119.623,"McKittrick, CA 93251, USA",8,PRIVATE,CA,
Bakersfield District,STINE,1997,2450600,Arson,2450600,151,600,337,35.6666,-118.401,"6651 Sierra Way, Kernville, CA 93238, USA",1,BLM,CA,
Bakersfield District,MIDWAY CPX,1997,2450620,Arson,2450620,172,1200,7485,35.2166,-119.484,"Taft, CA 93268, USA",8,PRIVATE,CA,
Bakersfield District,TOWER,1997,2450630,Arson,2450640,189,1800,1096,35.6833,-118.401,"Sierra Way, Kernville, CA 93238, USA",5,USFS,CA,
Bakersfield District,LU,1997,2450640,Arson,2450640,188,1900,300,35.2166,-119.468,"Taft, CA 93268, USA",7,STATE,CA,
Bakersfield District,PRIEST,1997,2450660,Arson,2450660,207,1800,500,37.7666,-120.201,"5645 Jackass Ridge Rd, Coulterville, CA 95311, USA",1,BLM,CA,
Bakersfield District,HOPPER,1997,2450670,Arson,2450670,223,1800,24800,34.4667,-118.851,"Fillmore, CA 93015, USA",5,USFS,CA,
Bakersfield District,POSO,1997,2450670,Powerline,2450670,222,2200,2500,35.525,-118.979,"Bakersfield, CA 93308, USA",8,PRIVATE,CA,
Bakersfield District,CHOCKTAW,1997,2450680,Arson,2450680,231,1800,10416,35.4,-118.901,"CA-178, Bakersfield, CA 93306, USA",8,PRIVATE,CA,
Bakersfield District,EUCALYPTUS,1997,2450690,Debris Burning,2450690,237,2200,700,36.6166,-121.751,"Monterey County, CA, USA",1,BLM,CA,
Bakersfield District,PREIST II,1997,2450700,Arson,2450700,251,1800,470,37.7666,-120.268,"10544 CA-49, Coulterville, CA 95311, USA",1,BLM,CA,
Bakersfield District,AMERICAN,1997,2450710,Powerline,2450710,263,250,1944,35.1833,-119.901,"San Luis Obispo County, CA, USA",1,BLM,CA,
Bakersfield District,WILLIAMS,1997,2450720,Equipment Use,2450720,275,1800,5745,39.3999,-121.201,"Sweet Birch Trail, Dobbins, CA 95935, USA",8,PRIVATE,CA,
Bakersfield District,BRECK,1998,2451000,Arson,2451000,189,2000,7000,35.273,-118.827,"9519 Tejon Hwy, Bakersfield, CA 93307, USA",7,STATE,CA,
Bakersfield District,SODA,1998,2451010,Debris Burning,2451010,201,2200,532,35.2666,-119.968,"11749-14795 Circe Trail, Santa Margarita, CA 93453, USA",8,PRIVATE,CA,
Bakersfield District,UNNAMED FIRE 0420,1998,2451040,Arson,2451040,226,2352,480,35.3478,-119.807,"McKittrick, CA 93251, USA",8,PRIVATE,CA,Kern
Bakersfield District,ROBINSON,1998,2451050,Lightning,2451050,235,700,442,35.6833,-118.376,"Kernville, CA 93238, USA",1,BLM,CA,
Bakersfield District,CHEVRON,1998,2451060,Arson,2451060,242,1639,400,35.2148,-119.473,"Taft, CA 93268, USA",8,PRIVATE,CA,Kern
Bakersfield District,YANKEE,1998,2451060,Powerline,2451060,246,1800,1137,35.6447,-118.435,"Pioneer Dr W, Lake Isabella, CA 93240, USA",1,BLM,CA,
Bakersfield District,PIRU,1998,2451100,Equipment Use,2451110,299,600,12613,38.1666,-120.018,"Dardanelle, CA 95364, USA",8,PRIVATE,CA,
Bakersfield District,KEMP,1999,2451270,Arson,2451270,96,1700,306,36.8406,-118.211,"Unnamed Road, Independence, CA 93526, USA",8,PRIVATE,CA,Inyo
Bakersfield District,PANOCHE,1999,2451290,Powerline,2451290,113,1424,1187,36.6124,-119.258,"Rd 140, Orange Cove, CA 93646, USA",1,BLM,CA,Fresno
Bakersfield District,49,1999,2451370,Powerline,2451370,196,800,395,37.6747,-120.18,"Mariposa, CA 95338, USA",1,BLM,CA,
Bakersfield District,COULTERVIL,1999,2451420,Arson,2451420,242,2300,978,37.6866,-120.216,"Mariposa County, CA, USA",8,PRIVATE,CA,Mariposa
Bakersfield District,TWO,1999,2451420,Equipment Use,2451420,242,2000,700,35.2639,-119.37,"Taft, CA 93268, USA",8,PRIVATE,CA,
Bakersfield District,LIGHTNING 18,1999,2451430,Lightning,2451430,255,1800,300,37.8344,-120.365,"Jamestown, CA 95327, USA",8,PRIVATE,CA,Tuolumne
Bakersfield District,CROCKER,1999,2451450,Miscellaneous,2451450,272,1700,320,35.23,-119.671,"McKittrick, CA 93251, USA",8,PRIVATE,CA,
California Desert District,MESA,1992,2448740,Equipment Use,2448740,123,1800,4200,33.95,-115.201,"California, USA",1,BLM,CA,
California Desert District,PAINTED,1992,2448780,Powerline,2448780,157,1800,500,33.9333,-116.601,"15780 Desert View Rd, Whitewater, CA 92282, USA",8,PRIVATE,CA,
California Desert District,MANZANITA,1992,2448820,Miscellaneous,2448820,202,1800,821,32.7501,-116.334,"55-111 Manzanita Rd, Boulevard, CA 91905, USA",2,BIA,CA,
California Desert District,LEAL,1992,2448860,Campfire,2448860,236,800,443,34.6833,-117.101,"Apple Valley, CA 92307, USA",1,BLM,CA,
California Desert District,PIUTE,1992,2448860,Lightning,2448870,245,800,680,35.2833,-115.001,"California, USA",1,BLM,CA,
California Desert District,RAINBOW,1992,2448890,Arson,2448900,274,1800,2880,33.4334,-117.134,"47882-47878 Old Hwy 395, Temecula, CA 92592, USA",8,PRIVATE,CA,
California Desert District,OPAL,1993,2449130,Campfire,2449130,144,1800,600,35.1666,-117.201,"Unnamed Road, California, USA",1,BLM,CA,
California Desert District,OTAY 2,1993,2449130,Campfire,2449140,148,1800,337,32.5667,-116.784,"Dulzura, CA 91917, USA",8,PRIVATE,CA,
California Desert District,OTAY 3,1993,2449160,Arson,2449160,169,1600,700,32.5834,-116.884,"San Diego, CA 92154, USA",8,PRIVATE,CA,
California Desert District,HACKBERRY,1993,2449160,Lightning,2449160,172,1800,360,35.0167,-115.201,"San Bernardino County, CA, USA",1,BLM,CA,
California Desert District,WILDWASH,1993,2449160,Miscellaneous,2449170,178,1800,1100,34.7,-117.268,"Oro Grande, CA 92368, USA",1,BLM,CA,
California Desert District,POWERLINE2,1993,2449160,Miscellaneous,2449170,178,1800,326,34.4833,-117.051,"San Bernardino County, CA, USA",1,BLM,CA,
California Desert District,QUARRY 2,1993,2449170,Miscellaneous,2449170,185,600,333,34.6167,-117.068,"San Bernardino County, CA, USA",1,BLM,CA,
California Desert District,STODDARD,1993,2449180,Miscellaneous,2449180,193,630,547,34.6333,-117.134,"San Bernardino County, CA, USA",8,PRIVATE,CA,
California Desert District,STODDARD 4,1993,2449190,Fireworks,2449190,202,1800,2400,34.7,-117.118,"San Bernardino County, CA, USA",1,BLM,CA,
California Desert District,OPAL 2,1993,2449230,Lightning,2449230,240,1800,8360,35.2,-117.168,"San Bernardino County, CA, USA",1,BLM,CA,
California Desert District,CLEVENGER,1993,2449240,Arson,2449240,252,600,409,33.0667,-116.918,"Ramona, CA 92065, USA",8,PRIVATE,CA,
California Desert District,BELL,1993,2449250,Campfire,2449250,266,600,300,32.5834,-116.634,"24024 Humphries Rd, Tecate, CA 91980, USA",1,BLM,CA,
California Desert District,COACH,1993,2449260,Arson,2449260,271,2300,705,33.0334,-117.001,"14855 Sunset Ridge Ct, Poway, CA 92064, USA",8,PRIVATE,CA,
California Desert District,CALIFORNIA,1993,2449290,Powerline,2449300,310,1800,24387,33.6834,-117.018,"Winchester, CA 92596, USA",8,PRIVATE,CA,
California Desert District,OLD COACH,1993,2449290,Campfire,2449290,307,1345,2160,33.0667,-117.001,"15496 Highland Valley Rd, Escondido, CA 92025, USA",8,PRIVATE,CA,
California Desert District,HOT SPA,1994,2449480,Arson,2449480,123,2200,300,33.4167,-115.668,"Niland, CA 92257, USA",8,PRIVATE,CA,
California Desert District,BROWN,1994,2449500,Miscellaneous,2449500,149,1800,1012,35.7999,-117.968,"Sierra Nevada, California, USA",1,BLM,CA,
California Desert District,FELIPE,1994,2449520,Equipment Use,2449520,171,1545,750,33.2334,-116.518,"Lease Rd, Ranchita, CA 92066, USA",1,BLM,CA,
California Desert District,BAILEY,1994,2449530,Equipment Use,2449530,178,1800,940,33.4667,-116.668,"57405 Hillside Vista Dr, Anza, CA 92539, USA",1,BLM,CA,
California Desert District,GIBBLE,1994,2449530,Arson,2449530,181,1800,840,33.7,-116.951,"40663 Gibbel Rd, Hemet, CA 92544, USA",1,BLM,CA,
California Desert District,GILLMAN,1994,2449530,Miscellaneous,2449530,182,800,2047,33.8167,-116.901,"GLMN HOT SPGS, CA 92583, USA",1,BLM,CA,
California Desert District,LITTLEPIUT,1994,2449530,Lightning,2449530,182,1800,620,34.7333,-115.068,"California, USA",1,BLM,CA,
California Desert District,FORT PIUTE,1994,2449530,Lightning,2449540,184,1800,9497,34.5333,-115.201,"California, USA",1,BLM,CA,
California Desert District,BLACK 2,1994,2449530,Lightning,2449530,181,2000,332,35.1666,-117.218,"Black Canyon Rd, California, USA",8,PRIVATE,CA,
California Desert District,CEDAR,1994,2449530,Lightning,2449540,184,1950,624,35.1333,-115.184,"49121 Lanfair Rd, California 92363, USA",1,BLM,CA,
California Desert District,GILMAN,1994,2449560,Arson,2449560,205,1800,2990,33.9167,-117.101,"Moreno Valley, CA, USA",1,BLM,CA,
California Desert District,LEONA,1994,2449570,Miscellaneous,2449580,224,800,622,34.6,-118.318,"Palmdale, CA 93551, USA",1,BLM,CA,
California Desert District,SPEAR,1994,2449570,Lightning,2449570,222,1800,337,35.1333,-117.084,"San Bernardino County, CA, USA",1,BLM,CA,
California Desert District,OPAL 2,1994,2449580,Lightning,2449580,227,1800,2036,35.1333,-117.134,"California, USA",1,BLM,CA,
California Desert District,LA POSTA,1994,2449600,Miscellaneous,2449610,253,1700,330,32.6667,-116.418,"Unnamed Road, Campo, CA 91906, USA",1,BLM,CA,
California Desert District,OYAY,1994,2449630,Children,2449640,283,1800,1648,32.5834,-116.918,"480 Alta Rd, San Diego, CA 92179, USA",1,BLM,CA,
California Desert District,PARADISE,1995,2449880,Miscellaneous,2449880,165,1600,860,35.0166,-116.851,"California, USA",1,BLM,CA,
California Desert District,EXCELSIOR,1995,2449890,Miscellaneous,2449890,174,2336,1300,33.9333,-116.718,"Service Rd, Whitewater, CA 92282, USA",1,BLM,CA,
California Desert District,NICHOLS,1995,2449900,Equipment Use,2449900,184,1800,850,33.7167,-117.351,"Granite Rd, Lake Elsinore, CA 92532, USA",1,BLM,CA,
California Desert District,DAWSON,1995,2449920,Children,2449920,203,1800,4591,33.75,-117.418,"Lake Elsinore, CA 92530, USA",1,BLM,CA,
California Desert District,HWY 62 #2,1995,2449920,Miscellaneous,2449920,205,600,1335,33.65,-115.518,"Riverside County, CA, USA",1,BLM,CA,
California Desert District,PEACE,1995,2449930,Miscellaneous,2449930,210,1900,640,34.7833,-118.734,"Del Sur, CA 93536, USA",7,STATE,CA,
California Desert District,FORESTGATE,1995,2449930,Miscellaneous,2449930,211,1800,1650,32.9667,-115.984,"Imperial County, CA, USA",1,BLM,CA,
California Desert District,LOPEZ,1995,2449930,Lightning,2449930,214,1800,1985,34.9833,-118.487,"Tehachapi, CA 93561, USA",1,BLM,CA,
California Desert District,CRYSTAL,1995,2449930,Lightning,2449930,216,1800,703,34.3667,-117.101,"Apple Valley, CA 92308, USA",1,BLM,CA,
California Desert District,MAYWOOD,1995,2449930,Smoking,2449930,212,1800,472,33.7667,-117.318,"LAKE MATHEWS, CA 92570, USA",1,BLM,CA,
California Desert District,BAILEY 2,1995,2449960,Miscellaneous,2449960,239,1800,400,35.4666,-115.501,"Baker, CA 92364, USA",1,BLM,CA,
California Desert District,SYCAMORE,1995,2449960,Smoking,2449960,247,800,9410,32.6167,-116.784,"Dulzura, CA 91917, USA",1,BLM,CA,
California Desert District,MESA,1995,2450010,Miscellaneous,2450010,294,1300,800,35.1666,-117.084,"San Bernardino County, CA, USA",1,BLM,CA,
California Desert District,MCCAIN,1995,2450060,Debris Burning,2450060,346,1630,303,32.6667,-116.334,"Boulevard, CA 91905, USA",7,STATE,CA,
California Desert District,OTAY 28,1996,2450190,Campfire,2450190,106,1045,1402,32.5848,-116.835,"San Diego County, CA, USA",1,BLM,CA,
California Desert District,OTAY 121,1996,2450200,Campfire,2450210,125,1800,1220,32.5848,-116.835,"San Diego County, CA, USA",1,BLM,CA,
California Desert District,BARSTOW,1996,2450210,Campfire,2450210,125,2359,1250,34.5833,-117.034,"Apple Valley, CA 92307, USA",1,BLM,CA,
California Desert District,BROWN,1996,2450210,Miscellaneous,2450220,133,1800,725,35.5611,-117.768,"Ridgecrest, CA 93555, USA",1,BLM,CA,
California Desert District,JOHANESBU,1996,2450220,Miscellaneous,2450230,143,1800,450,35.3836,-117.534,"San Bernardino County, CA, USA",1,BLM,CA,
California Desert District,WEBER,1996,2450250,Miscellaneous,2450250,168,2359,360,32.5848,-116.835,"San Diego County, CA, USA",1,BLM,CA,
California Desert District,RED,1996,2450270,Miscellaneous,2450270,187,1800,550,35.3691,-117.573,"San Bernardino County, CA, USA",1,BLM,CA,
California Desert District,DOSPALMAS,1996,2450270,Miscellaneous,2450270,191,1800,300,33.5109,-115.827,"Mecca, CA 92254, USA",1,BLM,CA,
California Desert District,PHILADELPH,1996,2450280,Campfire,2450280,202,2115,1780,32.5848,-116.835,"San Diego County, CA, USA",1,BLM,CA,
California Desert District,WHITEOAK,1996,2450290,Miscellaneous,2450290,207,1800,7150,34.9777,-118.453,"Tehachapi, CA 93561, USA",1,BLM,CA,
California Desert District,WOLFSKILL,1996,2450310,Debris Burning,2450310,229,800,12395,33.8692,-116.901,"Banning, CA 92220, USA",1,BLM,CA,
California Desert District,MARGARITA,1997,2450700,Arson,2450700,250,1800,1141,33.4506,-117.284,"Fallbrook, CA 92028, USA",1,BLM,CA,
California Desert District,DEL DIOS,1997,2450720,Arson,2450720,268,1800,1230,33.1,-117.134,"2912 Harmony Grove Rd, Escondido, CA 92029, USA",1,BLM,CA,
California Desert District,RABBIT,1997,2450720,Arson,2450720,268,1800,4000,33.9333,-117.034,"13270 Jack Rabbit Trail, Beaumont, CA 92223, USA",1,BLM,CA,
California Desert District,BORDER 64,1998,2450970,Arson,2450970,157,1400,325,32.5639,-117.076,"2479 CA-905, San Diego, CA 92154, USA",8,PRIVATE,CA,
California Desert District,COVINGTON,1998,2450990,Smoking,2450990,178,600,807,34.0833,-116.351,"Joshua Tree, CA 92252, USA",8,PRIVATE,CA,
California Desert District,CHARIOT,1998,2451000,Debris Burning,2451000,184,1800,2103,36.7666,-121.501,"SN JUN BATSTA, CA 95045, USA",1,BLM,CA,
California Desert District,SUMMIT,1998,2451010,Miscellaneous,2451010,199,1830,856,32.6334,-116.584,"Harris Ranch Rd, Potrero, CA 91963, USA",1,BLM,CA,
California Desert District,KELSO,1998,2451010,Lightning,2451020,203,1800,345,35.4472,-118.126,"Kern County, CA, USA",1,BLM,CA,
California Desert District,GARLOCK 2,1998,2451030,Miscellaneous,2451030,213,2359,1373,35.3722,-117.811,"Johannesburg, CA 93554, USA",1,BLM,CA,
California Desert District,WARBONNET,1998,2451030,Debris Burning,2451030,221,1800,340,34.9,-116.684,"45698-44900 Bedford Rd, Newberry Springs, CA 92365, USA",8,PRIVATE,CA,
California Desert District,COUNTRY,1998,2451030,Arson,2451030,221,2000,1243,34.2667,-117.501,"Lytle Creek, CA 92358, USA",7,STATE,CA,
California Desert District,JUNIPER,1998,2451060,Lightning,2451060,246,1800,6000,33.7833,-117.934,"11389 Schrandt Dr, Garden Grove, CA 92840, USA",7,STATE,CA,
California Desert District,EMERY,1998,2451120,Arson,2451120,310,1600,350,32.5894,-116.647,"571-649 CA-188, Dulzura, CA 91917, USA",1,BLM,CA,San Diego
California Desert District,BANNER,1999,2451340,Miscellaneous,2451340,161,1600,493,33.0625,-116.554,"CA-78, Julian, CA 92036, USA",1,BLM,CA,San Diego
California Desert District,COTTONWOOD,1999,2451360,Campfire,2451360,179,800,631,32.8001,-116.338,"San Diego County, CA, USA",1,BLM,CA,San Diego
California Desert District,CAMPO,1999,2451410,Debris Burning,2451410,234,1800,1106,32.6167,-116.501,"San Diego County, CA, USA",1,BLM,CA,San Diego
California Desert District,SHANNON,1999,2451420,Miscellaneous,2451420,244,1800,3600,34.5333,-118.203,"Telephone Rd, Acton, CA 93510, USA",1,BLM,CA,Los Angeles
California Desert District,SHOCKEY,1999,2451450,Debris Burning,2451460,279,1800,3880,32.6164,-116.436,"1001 Meanwhile Ranch Rd, Campo, CA 91906, USA",1,BLM,CA,San Diego
California Desert District,BORDER  95,1999,2451460,Campfire,2451460,285,1800,1000,32.5973,-116.428,"Campo, CA 91906, USA",1,BLM,CA,San Diego
California Desert District,GLORIA,1999,2451460,Debris Burning,2451460,283,1800,1250,32.6001,-116.434,"Campo, CA 91906, USA",1,BLM,CA,San Diego
California Desert District,BORDER 99,1999,2451470,Missing/Undefined,2451470,295,1800,300,32.5903,-116.889,"San Diego County, CA, USA",1,BLM,CA,San Diego
Northern California District,DEMO,1997,2450630,Equipment Use,2450630,179,2100,425,40.2832,-120.068,"Wendel, CA 96136, USA",6,OTHER FEDERAL,CA,
Northern California District,LNU MARKLE,1997,2450650,Campfire,2450650,203,1700,310,38.5166,-122.101,"Winters, CA 95694, USA",1,BLM,CA,
Northern California District,DEMO,1998,2451040,Lightning,2451040,228,1800,500,40.3132,-120.103,"Wendel, CA 96136, USA",1,BLM,CA,
Northern California District,LNU MIDDLE,1998,2451050,Arson,2451060,247,1800,6600,38.9182,-122.309,"1460 CA-16, Rumsey, CA 95679, USA",1,BLM,CA,
Northern California District,SHU LOWDEN,1999,2451360,Debris Burning,2451390,212,1400,2000,40.6882,-122.855,"1053 Oak Ranch Dr, Lewiston, CA 96052, USA",1,BLM,CA,Trinity
Northern California District,PELLOWS,1999,2451370,Equipment Use,2451370,193,1710,1200,39.9072,-122.619,"Tehama County, CA, USA",8,PRIVATE,CA,Tehama
Northern California District,RAVE,1999,2451390,Lightning,2451390,216,1800,4820,40.7799,-120.064,"Ravendale, CA 96123, USA",1,BLM,CA,Lassen
Northern California District,WOODLAND,1999,2451410,Lightning,2451430,248,1800,995,39.8511,-121.704,"3521 14 Mile House Rd, Forest Ranch, CA 95942, USA",8,PRIVATE,CA,Butte
Northern California District,JELLYS 1,1999,2451410,Lightning,2451410,235,730,780,40.2951,-122.208,"Red Bluff, CA 96080, USA",8,PRIVATE,CA,Tehama
Northern California District,INKS,1999,2451410,Lightning,2451410,236,1500,5021,40.309,-122.114,"Red Bluff, CA 96080, USA",1,BLM,CA,Tehama
Northern California District,BTU DOE 2,1999,2451410,Lightning,2451430,248,1800,10857,39.7349,-121.736,"Chico, CA 95928, USA",1,BLM,CA,Butte
Northern California District,UNION,1999,2451410,Lightning,2451430,248,1800,736,39.5917,-121.4,"Berry Creek, CA 95916, USA",8,PRIVATE,CA,Butte
