FIRE_NAME,LATITUDE,LONGITUDE,FIRE_SIZE,FIRE_YEAR,START_DATE,END_DATE,STATE,COUNTY,OWNER_DESCR,STAT_CAUSE_DESCR
WRAGG,38.50581,-122.111542,8051,2015,7/22/2015,8/5/2015,CA,Sonoma,BLM,Equipment Use
TRIPLE 3,36.08787,-118.816699,430,2015,7/21/2015,7/26/2015,CA,,STATE OR PRIVATE,Miscellaneous
CABIN,36.23527778,-118.5355556,6960,2015,7/19/2015,11/23/2015,CA,107,USFS,Lightning
MCCABE,37.083636,-121.101557,1600,2015,7/18/2015,,CA,MERCED,UNDEFINED FEDERAL,Miscellaneous
NORTH,34.33916667,-117.4777778,4250,2015,7/17/2015,7/17/2015,CA,71,USFS,Miscellaneous
YORK 2-3,41.829833,-122.407933,395,2015,7/4/2015,7/4/2015,CA,SISKIYOU,MISSING/NOT SPECIFIED,Lightning
IONE,38.440617,-121.075167,357,2015,7/2/2015,7/2/2015,CA,SACRAMENTO,MISSING/NOT SPECIFIED,Arson
,34.566666,-118.866666,390,2015,6/24/2015,,CA,,UNDEFINED FEDERAL,Missing/Undefined
,34.4496848,-119.7698258,1800,2015,6/20/2015,,CA,,STATE OR PRIVATE,Missing/Undefined
PARKHILL,35.375,-120.4353,1800,2015,6/20/2015,6/23/2015,CA,,PRIVATE,Miscellaneous
WASHINGTON,38.59805556,-119.7522222,17790,2015,6/19/2015,8/15/2015,CA,3,USFS,Lightning
CORRINE,37.168791,-119.499888,920,2015,6/18/2015,,CA,,STATE OR PRIVATE,Miscellaneous
SKY,37.3855,-119.6087,500,2015,6/18/2015,,CA,Madera County,USFS,Missing/Undefined
LAKE,34.15694444,-116.9008333,51000,2015,6/17/2015,,CA,71,USFS,Miscellaneous
PEANUT,35.9707,-121.2691,700,2015,6/11/2015,,CA,Monterey County,OTHER FEDERAL,Missing/Undefined
SADDLE,40.69361111,-123.5341667,1543,2015,6/9/2015,10/30/2015,CA,105,USFS,Lightning
FOREBAY FIRE,37.081942,-121.091347,300,2015,5/11/2015,5/11/2015,CA,Merced,BOR,Missing/Undefined
GRENADE,33.3894444,-117.4852778,2025,2015,4/29/2015,,CA,San Diego County,OTHER FEDERAL,Missing/Undefined
MORTAR,33.3591667,-117.3888889,800,2015,4/28/2015,,CA,San Diego County,OTHER FEDERAL,Missing/Undefined
CARL,33.4211111,-117.5033333,4000,2015,4/28/2015,,CA,San Diego County,OTHER FEDERAL,Missing/Undefined
,33.884317,-117.642767,1049,2015,4/18/2015,4/24/2015,CA,RIVERSIDE,UNDEFINED FEDERAL,Equipment Use
VAN DYKE,38.2153,-119.2333,509,2015,2/6/2015,2/13/2015,CA,Mono,PRIVATE,Miscellaneous
ROUND,37.4536,-118.5842,6533,2015,2/6/2015,2/16/2015,CA,Inyo,PRIVATE,Missing/Undefined
APPLEGATE,39.003838,-120.993454,3213,2014,10/8/2014,10/15/2014,CA,PLACER,MISSING/NOT SPECIFIED,Missing/Undefined
DOG ROCK,37.67689,-119.7463,312,2014,10/7/2014,11/2/2014,CA,,NPS,Equipment Use
COURTNEY,37.31333333,-119.6061111,320,2014,9/14/2014,9/20/2014,CA,Madera,USFS,Miscellaneous
KING,38.7925,-120.6022222,97717,2014,9/13/2014,,CA,17,USFS,Missing/Undefined
BLACK,39.25505,-123.126017,403,2014,9/13/2014,9/17/2014,CA,,MISSING/NOT SPECIFIED,Equipment Use
SILVERADO,33.74666667,-117.5977778,959.2,2014,9/12/2014,9/23/2014,CA,Orange,STATE OR PRIVATE,Miscellaneous
GULCH,40.7302778,-122.1725,1375,2014,9/10/2014,,CA,89,STATE,Missing/Undefined
OREGON,40.738912,-122.995815,580,2014,8/24/2014,8/30/2014,CA,TRINITY,MISSING/NOT SPECIFIED,Miscellaneous
WAY,35.72611111,-118.4791667,4045,2014,8/18/2014,8/18/2014,CA,Kern,USFS,Miscellaneous
JUNCTION,37.341111,-119.652778,612,2014,8/18/2014,8/20/2014,CA,MADERA,MISSING/NOT SPECIFIED,Missing/Undefined
MEADOW,37.71229,-119.509,4776,2014,8/14/2014,9/24/2014,CA,,NPS,Lightning
MAN,41.53583333,-123.1633333,13110,2014,8/12/2014,8/12/2014,CA,Siskiyou,USFS,Lightning
FRYING PAN,41.7725,-123.3558333,115279.2,2014,8/11/2014,9/30/2014,CA,Siskiyou,USFS,Lightning
FAULKSTEIN,41.705,-123.1911111,5225,2014,8/11/2014,8/25/2014,CA,Siskiyou,USFS,Lightning
THIRTY ONE 2,38.561885,-121.98539,370,2014,8/9/2014,8/9/2014,CA,YOLO,MISSING/NOT SPECIFIED,Miscellaneous
EILER,40.71944444,-121.5522222,47958,2014,7/31/2014,8/24/2014,CA,Shasta,USFS,Miscellaneous
LITTLE DEER,41.68166667,-122.1269444,5498,2014,7/31/2014,8/12/2014,CA,Siskiyou,USFS,Lightning
LODGE COMPLEX,39.833208,-123.631965,12535,2014,7/30/2014,9/9/2014,CA,,MISSING/NOT SPECIFIED,Miscellaneous
WHITES,41.2675,-123.0022222,33758,2014,7/30/2014,9/25/2014,CA,Siskiyou,USFS,Lightning
BALD,40.99972222,-121.6163889,31872,2014,7/30/2014,8/15/2014,CA,Shasta,USFS,Lightning
LOG,41.55,-123.0538889,3632,2014,7/30/2014,7/30/2014,CA,Siskiyou,USFS,Lightning
BEAVER,41.92444444,-122.8797222,32496,2014,7/30/2014,10/8/2014,CA,Siskiyou,STATE OR PRIVATE,Lightning
DAY,41.2267,-121.3619,13153,2014,7/30/2014,8/13/2014,CA,Modoc,BLM,Lightning
COFFEE,41.14083333,-122.8047222,6258,2014,7/29/2014,10/30/2014,CA,Trinity,USFS,Lightning
WEB,39.967083,-121.670017,378,2014,7/28/2014,8/1/2014,CA,,MISSING/NOT SPECIFIED,Equipment Use
FRENCH,37.27472222,-119.3372222,13837,2014,7/28/2014,8/18/2014,CA,Madera,USFS,Campfire
KELLEY,37.350839,-120.962832,1000,2014,7/26/2014,7/29/2014,CA,MERCED,MISSING/NOT SPECIFIED,Missing/Undefined
EL PORTAL,37.67684,-119.78005,4748,2014,7/26/2014,9/2/2014,CA,,NPS,Powerline
SAND,38.553483,-120.835583,4240,2014,7/25/2014,8/3/2014,CA,,MISSING/NOT SPECIFIED,Miscellaneous
GUN CLUB,37.231241,-120.905422,422,2014,7/24/2014,7/25/2014,CA,MERCED,MISSING/NOT SPECIFIED,Miscellaneous
DARK HOLE,37.80538,-119.61309,1077,2014,7/16/2014,9/27/2014,CA,,NPS,Lightning
EVANS,39.68138889,-120.0872222,633,2014,7/15/2014,7/18/2014,CA,Sierra,MISSING/NOT SPECIFIED,Lightning
NICOLLS,35.64222222,-118.1483333,1680,2014,7/11/2014,7/11/2014,CA,Kern,USFS,Miscellaneous
BULLY,40.41967,-122.7295,12660,2014,7/11/2014,7/26/2014,CA,Shasta,BLM,Missing/Undefined
MONTICELLO,38.512226,-122.10395,6488,2014,7/4/2014,7/12/2014,CA,,MUNICIPAL/LOCAL,Miscellaneous
MDF DG GULCH,41.46638889,-120.9241667,840,2014,7/3/2014,8/1/2014,CA,Modoc,MISSING/NOT SPECIFIED,Railroad
MDF DG GULCH 2,41.47138889,-120.9369444,556,2014,7/3/2014,7/9/2014,CA,Modoc,USFS,Railroad
DALTON,41.72611111,-121.0316667,641,2014,7/2/2014,7/9/2014,CA,Modoc,USFS,Lightning
BUTTS,38.671667,-122.444722,4300,2014,7/1/2014,7/3/2014,CA,NAPA,MISSING/NOT SPECIFIED,Equipment Use
DOBIE,41.78305556,-121.3494444,456,2014,7/1/2014,7/2/2014,CA,Modoc,USFS,Lightning
LOOP,35.9646,-121.2787,500,2014,6/30/2014,,CA,53,MISSING/NOT SPECIFIED,Missing/Undefined
STONY,35.9877778,-121.2872222,4840,2014,6/19/2014,,CA,53,MISSING/NOT SPECIFIED,Missing/Undefined
,37.232253,-120.948757,400,2014,6/19/2014,6/19/2014,CA,MERCED,MISSING/NOT SPECIFIED,Debris Burning
SHIRLEY,35.70166667,-118.5441667,2546,2014,6/13/2014,6/13/2014,CA,Kern,USFS,Miscellaneous
VALLEY,37.600389,-120.191168,480,2014,6/6/2014,6/8/2014,CA,,MISSING/NOT SPECIFIED,Equipment Use
,37.716683,-120.444417,402,2014,6/4/2014,6/4/2014,CA,TUOLUMNE,MISSING/NOT SPECIFIED,Miscellaneous
HUNTER,37.568954,-120.14159,677,2014,5/26/2014,6/3/2014,CA,,STATE OR PRIVATE,Missing/Undefined
COMBAT,33.4211111,-117.5536111,1457,2014,5/16/2014,,CA,73,MISSING/NOT SPECIFIED,Missing/Undefined
PULGAS,33.5719444,-117.0772222,14416,2014,5/15/2014,,CA,65,MISSING/NOT SPECIFIED,Missing/Undefined
,33.314267,-117.154967,438,2014,5/14/2014,5/16/2014,CA,SAN DIEGO,MISSING/NOT SPECIFIED,Missing/Undefined
POINSETTIA,33.1136111,-117.2897222,600,2014,5/14/2014,,CA,73,MUNICIPAL/LOCAL,Missing/Undefined
TOMAHAWK,33.3830556,-117.2636111,5367,2014,5/14/2014,,CA,73,MISSING/NOT SPECIFIED,Missing/Undefined
MIGUELITO,34.5886111,-120.4736111,632,2014,5/13/2014,,CA,83,MUNICIPAL/LOCAL,Missing/Undefined
BERNARDO,32.9972222,-117.1563889,1548,2014,5/13/2014,,CA,73,PRIVATE,Missing/Undefined
ETIWANDA,34.2008333,-117.5491667,2143,2014,4/30/2014,,CA,71,USFS,Missing/Undefined
COLBY,34.165,-117.8477778,1980,2014,1/16/2014,1/21/2014,CA,Los Angeles,USFS,Campfire
SODA,36.20138889,-118.5180556,1435,2014,1/13/2014,3/22/2014,CA,Tulare,USFS,Miscellaneous
,40.806217,-123.79,333,2014,1/4/2014,1/8/2014,CA,HUMBOLDT,MISSING/NOT SPECIFIED,Debris Burning
CAMPBELL,40.065,-121.7383333,865,2014,1/2/2014,1/10/2014,CA,Tehama,USFS,Campfire
HIGH GLADE,39.23527778,-122.8016667,305,2013,11/23/2013,11/29/2013,CA,33,STATE OR PRIVATE,Equipment Use
MCCABE,38.8055,-122.81495,3505,2013,11/22/2013,11/28/2013,CA,SONOMA,MISSING/NOT SPECIFIED,Miscellaneous
SUMMIT,39.439017,-121.492817,305,2013,10/4/2013,10/5/2013,CA,BUTTE,MISSING/NOT SPECIFIED,Miscellaneous
PUTAH,38.625233,-122.2296,376,2013,10/3/2013,10/3/2013,CA,NAPA,UNDEFINED FEDERAL,Missing/Undefined
RIVER,35.46388889,-118.7544444,439,2013,9/10/2013,9/12/2013,CA,29,USFS,Miscellaneous
CLOVER,40.4919,-122.4994,8056,2013,9/9/2013,9/15/2013,CA,Shasta,BLM,Miscellaneous
MORGAN,37.904877,-121.874159,3100,2013,9/8/2013,9/8/2013,CA,,STATE OR PRIVATE,Miscellaneous
DEER,40.03305556,-121.8755556,11429,2013,8/23/2013,8/29/2013,CA,103,MISSING/NOT SPECIFIED,Miscellaneous
FISH,36.20527778,-118.4280556,2050,2013,8/23/2013,9/20/2013,CA,107,USFS,Lightning
WINDY PEAK,36.992,-118.61,681,2013,8/23/2013,11/7/2013,CA,,NPS,Lightning
MISSION,34.398611,-119.381389,4500,2013,8/22/2013,8/25/2013,CA,Monterey,MISSING/NOT SPECIFIED,Missing/Undefined
GOBBLERS,34.31916667,-117.6133333,413,2013,8/19/2013,10/29/2013,CA,71,USFS,Lightning
TENANT,35.55027778,-118.6655556,400,2013,8/18/2013,8/19/2013,CA,29,USFS,Lightning
SHIRLEY,35.70444444,-118.5883333,383,2013,8/18/2013,8/19/2013,CA,29,USFS,Lightning
RIM,37.86055556,-120.0830556,255858,2013,8/17/2013,10/24/2013,CA,109,USFS,Miscellaneous
SWEDES,39.443241,-121.433033,2264,2013,8/16/2013,8/28/2013,CA,,STATE OR PRIVATE,Equipment Use
AMERICAN,39.11888889,-120.6461111,27440,2013,8/10/2013,10/8/2013,CA,61,USFS,Miscellaneous
CORRAL,41.03527778,-123.4880556,12531,2013,8/10/2013,10/2/2013,CA,23,USFS,Lightning
SILVER,33.85728,-116.90633,20292,2013,8/7/2013,8/21/2013,CA,Riverside,BLM,Missing/Undefined
POWER,38.2525,-120.0291667,1070,2013,8/5/2013,8/18/2013,CA,109,USFS,Campfire
FALLS,33.61916667,-117.4161111,1383.25,2013,8/5/2013,8/14/2013,CA,65,STATE OR PRIVATE,Miscellaneous
BOULDER,41.31027778,-123.2044444,12365,2013,7/31/2013,10/1/2013,CA,93,USFS,Miscellaneous
BUTLER,41.3275,-123.3791667,22445,2013,7/31/2013,10/30/2013,CA,93,USFS,Arson
SHELLY,41.31916667,-123.1730556,2420,2013,7/31/2013,10/1/2013,CA,93,USFS,Miscellaneous
DANCE,41.29166667,-123.5583333,577,2013,7/29/2013,9/4/2013,CA,23,STATE OR PRIVATE,Arson
WATER,35.0847,-118.9744,450,2013,7/23/2013,7/25/2013,CA,,PRIVATE,Missing/Undefined
ASPEN,37.27861111,-119.3180556,22992,2013,7/22/2013,9/8/2013,CA,19,USFS,Lightning
RANCHO,34.89055556,-118.9133333,722,2013,7/19/2013,7/25/2013,CA,29,STATE OR PRIVATE,Miscellaneous
MOUNTAIN,33.70703,-116.72789,27531,2013,7/15/2013,11/25/2013,CA,Riverside,PRIVATE,Equipment Use
KYBURZ,38.77444444,-120.2975,572,2013,7/8/2013,7/15/2013,CA,17,USFS,Miscellaneous
,34.8698,-118.8881,320,2013,7/7/2013,,CA,,STATE OR PRIVATE,Equipment Use
CHARIOT,32.966662,-116.45733,7056,2013,7/6/2013,7/15/2013,CA,San Diego,BLM,Miscellaneous
7-Mar,41.241383,-121.035,502,2013,7/3/2013,7/4/2013,CA,MODOC,MISSING/NOT SPECIFIED,Miscellaneous
KIRKER,37.970333,-121.921833,492,2013,7/1/2013,7/1/2013,CA,,STATE OR PRIVATE,Miscellaneous
MILL 3,34.055406,-117.068987,534,2013,6/28/2013,7/1/2013,CA,,STATE OR PRIVATE,Arson
CARSTENS,37.56388889,-119.8991667,1702,2013,6/16/2013,7/7/2013,CA,43,USFS,Campfire
ROLLING,37.01745,-119.7939,480,2013,6/16/2013,6/18/2013,CA,MADERA,MISSING/NOT SPECIFIED,Miscellaneous
BEALE AFB BEALE,39.113033,-121.359983,340,2013,6/15/2013,6/15/2013,CA,YUBA,UNDEFINED FEDERAL,Missing/Undefined
HATHAWAY,34.025,-116.8416667,3870,2013,6/6/2013,6/20/2013,CA,65,USFS,Campfire
BRANCH,35.16944444,-120.0422222,490,2013,6/1/2013,6/1/2013,CA,79,STATE OR PRIVATE,Miscellaneous
POWERHOUSE,34.59222222,-118.4552778,30274,2013,5/30/2013,5/30/2013,CA,37,USFS,Miscellaneous
SHELTON,38.065033,-120.939983,303,2013,5/30/2013,5/30/2013,CA,SAN JOAQUIN,MISSING/NOT SPECIFIED,Equipment Use
WHITE,34.54916667,-119.8013889,1984,2013,5/27/2013,5/27/2013,CA,83,USFS,Campfire
GENERAL,33.04849,-116.520841,1271,2013,5/26/2013,5/31/2013,CA,San Diego,BLM,Equipment Use
FREMONT,37.29527778,-120.9233333,432,2013,5/26/2013,5/28/2013,CA,Merced,FWS,Missing/Undefined
FELIPE,33.118631,-116.527044,2781,2013,5/23/2013,5/27/2013,CA,San Diego,STATE,Missing/Undefined
,34.503787,-118.616166,912,2013,5/19/2013,,CA,VENTURA,MISSING/NOT SPECIFIED,Missing/Undefined
LAKE,34.51305556,-118.6333333,710,2013,5/17/2013,5/17/2013,CA,37,MISSING/NOT SPECIFIED,Miscellaneous
,33.929714,-118.147584,4358,2013,5/16/2013,,CA,LOS ANGELES,MISSING/NOT SPECIFIED,Missing/Undefined
GRAND,34.81888889,-118.9108333,4346,2013,5/15/2013,5/21/2013,CA,29,STATE OR PRIVATE,Miscellaneous
GORGONIO,33.90092,-116.86553,510,2013,5/4/2013,5/5/2013,CA,Riverside,TRIBAL,Missing/Undefined
FOSTER,39.455167,-123.177267,300,2013,5/3/2013,5/5/2013,CA,MENDOCINO,MISSING/NOT SPECIFIED,Debris Burning
TRES PINOS,36.800633,-121.327117,354,2013,5/3/2013,5/3/2013,CA,SAN BENITO,MISSING/NOT SPECIFIED,Equipment Use
,33.903319,-118.245169,2000,2013,5/3/2013,,CA,LOS ANGELES,MISSING/NOT SPECIFIED,Missing/Undefined
SPRINGS,34.200976,-118.969471,24238,2013,5/2/2013,5/17/2013,CA,,STATE,Missing/Undefined
SUMMIT,33.94525,-116.876917,5912,2013,5/1/2013,5/5/2013,CA,RIVERSIDE,MISSING/NOT SPECIFIED,Missing/Undefined
PANTHER,40.18805556,-121.6019444,6965,2013,5/1/2013,5/9/2013,CA,103,MISSING/NOT SPECIFIED,Debris Burning
JURUPA,33.98105,-117.423533,300,2013,2/28/2013,3/2/2013,CA,RIVERSIDE,MISSING/NOT SPECIFIED,Missing/Undefined
RIVER,36.601333,-118.034833,407,2013,2/24/2013,3/1/2013,CA,INYO,MUNICIPAL/LOCAL,Missing/Undefined
,38.95805,-122.78405,335,2013,1/22/2013,1/23/2013,CA,LAKE,MISSING/NOT SPECIFIED,Debris Burning
DEVORE,34.23972222,-117.4469444,350,2012,11/5/2012,11/5/2012,CA,71,USFS,Equipment Use
TWENTY NINE,38.859444,-122.628611,300,2012,10/18/2012,,CA,LAKE,MISSING/NOT SPECIFIED,Miscellaneous
RANGE,33.88369,-116.88764,363.6,2012,9/29/2012,10/2/2012,CA,Riverside,BLM,Miscellaneous
BIA SHOCKEY,32.61347,-116.37986,2291,2012,9/23/2012,9/26/2012,CA,,BIA,Arson
WARD,41.08138889,-122.3263889,550,2012,9/11/2012,9/15/2012,CA,89,STATE OR PRIVATE,Miscellaneous
SCOTTS,39.15006,-123.05031,4416,2012,9/7/2012,9/14/2012,CA,Lake,BLM,Campfire
STAFFORD,40.5175,-123.0844444,4047,2012,9/5/2012,9/28/2012,CA,105,USFS,Miscellaneous
LIKELY,41.0917,-120.4733,9838,2012,9/5/2012,10/21/2012,CA,Lassen,BLM,Equipment Use
SIXTEEN COMPLEX,38.94444,-122.3445,17944,2012,9/4/2012,9/10/2013,CA,Colusa,BLM,Arson
WILLIAMS,34.23833333,-117.8130556,4200,2012,9/2/2012,10/12/2012,CA,37,USFS,Equipment Use
MDFDGBSFMU17ANTELOPE,41.58277778,-120.8111111,650,2012,8/21/2012,9/15/2012,CA,49,USFS,Lightning
VISTA,33.63872,-117.05356,496,2012,8/20/2012,8/21/2012,CA,Riverside,PRIVATE,Missing/Undefined
NORTH PASS,39.86611111,-123.1291667,41983,2012,8/18/2012,10/16/2012,CA,45,MISSING/NOT SPECIFIED,Lightning
BAGLEY COMPLEX,41,-122.0333333,46011,2012,8/18/2012,9/15/2012,CA,89,USFS,Lightning
TGU PONDEROSA,40.3832,-121.8347,27676,2012,8/18/2012,9/8/2012,CA,Tehama,PRIVATE,Lightning
NELSON  W1,41.2917,-120.4269,3661,2012,8/17/2012,9/3/2012,CA,Modoc,BLM,Lightning
BUCK,33.57706,-116.88119,2637,2012,8/14/2012,8/18/2012,CA,Riverside,PRIVATE,Lightning
MILL,40.199158,-121.654828,1641,2012,8/13/2012,8/23/2012,CA,,MISSING/NOT SPECIFIED,Arson
STEWART,33.127028,-116.498985,10632,2012,8/13/2012,8/20/2012,CA,San Diego,STATE,Lightning
RUSH,40.6153,-120.1153,315578.8,2012,8/12/2012,10/22/2012,CA,Lassen,BLM,Lightning
WALKER WYE,39.01158,-122.44192,7934,2012,8/12/2012,8/19/2012,CA,Lake,BLM,Equipment Use
WYE,39.008838,-122.613762,2934,2012,8/12/2012,,CA,,MISSING/NOT SPECIFIED,Missing/Undefined
QUAIL,33.9822,-116.223503,300,2012,8/12/2012,8/16/2012,CA,,NPS,Lightning
RAMSEY,38.3825,-120.1613889,1150,2012,8/11/2012,8/27/2012,CA,9,USFS,Campfire
SOUTH COMPLEX,36.5244,-117.5506,453,2012,8/10/2012,8/15/2012,CA,,NPS,Lightning
JAWBONE COMPLEX,35.3419,-118.2383,12018,2012,8/10/2012,9/5/2012,CA,Kern,BLM,Lightning
CHIHUAHUA 2,33.399853,-116.734946,1999.9,2012,8/9/2012,8/13/2012,CA,San Diego,BLM,Lightning
INDIAN,37.9028,-118.8528,12575,2012,8/8/2012,8/24/2012,CA,Mono,BLM,Lightning
LICK,41.98,-123.1730556,402,2012,8/6/2012,10/16/2012,CA,93,USFS,Lightning
HELLO,41.95972222,-123.2330556,970,2012,8/6/2012,10/6/2012,CA,93,USFS,Lightning
BEAR,37.35833333,-118.9791667,835,2012,8/6/2012,8/14/2012,CA,19,USFS,Lightning
MDFDHBSFMU06LAKE,41.75138889,-120.9963889,1667,2012,8/5/2012,8/9/2012,CA,49,USFS,Lightning
GOFF,41.88611111,-123.2519444,22283,2012,8/5/2012,10/1/2012,CA,93,USFS,Lightning
CLEAR,35.52583333,-118.465,1452,2012,8/4/2012,8/11/2012,CA,29,USFS,Lightning
HEALD,35.58027778,-118.2975,331,2012,8/4/2012,8/11/2012,CA,29,USFS,Lightning
CALIENTE,35.4425,-119.078,300,2012,8/4/2012,8/6/2012,CA,,FWS,Lightning
RUSHMORE,33.933889,-116.719722,1000,2012,8/4/2012,,CA,RIVERSIDE,MISSING/NOT SPECIFIED,Missing/Undefined
DILLON,41.58722222,-123.5172222,318,2012,8/3/2012,8/8/2012,CA,93,USFS,Equipment Use
SALT CREEK,40.83388889,-122.3186111,988,2012,8/1/2012,8/15/2012,CA,89,USFS,Miscellaneous
VOLCANO,33.521111,-117.296667,726,2012,8/1/2012,,CA,RIVERSIDE,MISSING/NOT SPECIFIED,Equipment Use
CHIPS,40.00694444,-121.2713889,75431,2012,7/29/2012,10/25/2012,CA,63,USFS,Campfire
NORTH,39.12439,-123.12267,393,2012,7/28/2012,7/31/2012,CA,Mendocino,BLM,Arson
GRAPE,34.925,-118.9286,350,2012,7/28/2012,7/28/2012,CA,,PRIVATE,Missing/Undefined
PEAK,40.02666667,-120.415,780,2012,7/28/2012,9/14/2012,CA,63,USFS,Miscellaneous
PASKENTA 2,39.885,-122.555,300,2012,7/25/2012,,CA,TEHAMA,MISSING/NOT SPECIFIED,Miscellaneous
READING,40.49494,-121.45414,28079,2012,7/23/2012,10/23/2012,CA,,NPS,Lightning
FOREST,38.817685,-122.206996,520,2012,7/21/2012,,CA,YOLO,MISSING/NOT SPECIFIED,Equipment Use
SPANISH,40.7303,-120.2864,1151,2012,7/18/2012,7/26/2012,CA,Lassen,PRIVATE,Miscellaneous
SAND,35.1108,-118.3208,1428,2012,7/17/2012,7/20/2012,CA,,PRIVATE,Equipment Use
CALF,35.3872,-120.5564,620,2012,7/16/2012,7/18/2012,CA,,PRIVATE,Miscellaneous
WOODS CREEK,36.8753,-118.4733,325,2012,7/15/2012,10/17/2012,CA,,NPS,Lightning
FLAT,40.7775,-123.3308333,1688,2012,7/11/2012,7/19/2012,CA,105,USFS,Miscellaneous
ROBBERS,39.050556,-120.897778,2650,2012,7/11/2012,,CA,PLACER,UNDEFINED FEDERAL,Miscellaneous
SEVEN,37.726667,-120.445556,840,2012,7/10/2012,,CA,TUOLUMNE,MISSING/NOT SPECIFIED,Missing/Undefined
TURKEY,35.8347,-120.2525,2545,2012,7/9/2012,7/10/2012,CA,Kings,PRIVATE,Equipment Use
SITES COMPLEX,39.35442,-122.39578,4185,2012,7/8/2012,7/13/2012,CA,Colusa,BLM,Arson
MILL,39.31833333,-122.7069444,29502,2012,7/7/2012,8/2/2012,CA,11,USFS,Miscellaneous
FISH,37.10583,-118.26453,1135,2012,7/7/2012,7/11/2012,CA,Inyo,BLM,Powerline
SHU DALE,40.473717,-122.480664,1204,2012,7/5/2012,7/7/2012,CA,Shasta,BLM,Powerline
EMIGDIO,34.9142,-119.2067,320,2012,6/29/2012,6/29/2012,CA,,PRIVATE,Missing/Undefined
HILL,34.73111111,-118.8683333,689,2012,6/23/2012,7/3/2012,CA,111,MISSING/NOT SPECIFIED,Miscellaneous
GULCH,35.6578,-118.4839,385,2012,6/19/2012,6/20/2012,CA,,BLM,Fireworks
OLD 2,32.71022,-116.385353,995,2012,6/17/2012,6/20/2012,CA,,MISSING/NOT SPECIFIED,Miscellaneous
VIEW,33.94622,-116.66617,376,2012,6/17/2012,6/19/2012,CA,Riverside,PRIVATE,Equipment Use
HIGHLAND,33.86483,-116.93431,2176.7,2012,6/16/2012,6/20/2012,CA,Riverside,PRIVATE,Arson
OZENA,34.75527778,-119.3205556,361,2012,6/16/2012,6/17/2012,CA,11,STATE OR PRIVATE,Arson
CASCADE,37.76954,-119.6753,1705,2012,6/16/2012,11/28/2012,CA,,NPS,Lightning
GAINES,37.497222,-120.175278,1700,2012,6/12/2012,,CA,MARIPOSA,MISSING/NOT SPECIFIED,Miscellaneous
LASSEN,36.255348,-120.103598,418,2012,6/12/2012,,CA,FRESNO,MISSING/NOT SPECIFIED,Missing/Undefined
FIVEMILE,34.53111111,-118.6508333,525,2012,6/8/2012,6/9/2012,CA,37,MISSING/NOT SPECIFIED,Equipment Use
GEORGE,36.14916667,-118.5052778,1707,2012,6/1/2012,6/17/2012,CA,107,USFS,Arson
BILLY,37.02015,-120.990633,434,2012,5/31/2012,5/31/2012,CA,,MISSING/NOT SPECIFIED,Powerline
BANNER 4,33.083889,-116.573333,5132,2012,5/24/2012,,CA,SAN DIEGO,MISSING/NOT SPECIFIED,Missing/Undefined
RIVER,37.350839,-120.962831,320,2012,5/18/2012,,CA,MERCED,MISSING/NOT SPECIFIED,Missing/Undefined
BORDER 6,32.607709,-116.242944,3910,2012,5/17/2012,5/19/2012,CA,,BLM,Miscellaneous
SALT,38.74416667,-120.6680556,342,2011,12/1/2011,12/7/2011,CA,,USFS,Equipment Use
BLUE,38.342222,-120.365,698,2011,12/1/2011,,CA,CALAVERAS,MISSING/NOT SPECIFIED,Miscellaneous
GREAT,35.0975,-116.4786,2134.2,2011,10/1/2011,10/8/2011,CA,San Diego,BLM,Lightning
BUCKEYE,38.245,-119.3616667,1100,2011,9/25/2011,10/4/2011,CA,,USFS,Lightning
WINDY POINT,33.87305556,-116.5908333,541,2011,9/24/2011,9/26/2011,CA,,OTHER FEDERAL,Miscellaneous
,35.261368,-120.643765,5050,2011,9/23/2011,,CA,SAN LUIS OBISPO,MISSING/NOT SPECIFIED,Missing/Undefined
RUTH,40.23833333,-123.3225,1460,2011,9/23/2011,10/3/2011,CA,,STATE OR PRIVATE,Debris Burning
MUD SPRINGS,36.472139,-119.147871,350,2011,9/23/2011,,CA,TULARE,MISSING/NOT SPECIFIED,Miscellaneous
MINT,34.54916667,-118.3280556,634,2011,9/17/2011,9/17/2011,CA,,USFS,Campfire
LONG,38.75277778,-120.2008333,483,2011,9/13/2011,10/5/2011,CA,,USFS,Lightning
TAMARACK,37.76636,-119.74059,1015,2011,9/13/2011,10/4/2011,CA,,NPS,Lightning
JOHN,37.1378,-118.2822,5353,2011,9/13/2011,9/16/2011,CA,Inyo,BLM,Equipment Use
TENNESSEE,35.976667,-118.84,380,2011,9/11/2011,,CA,TULARE,MISSING/NOT SPECIFIED,Miscellaneous
BRECKENRIDGE COMPLEX,35.395278,-118.64,25213,2011,9/10/2011,9/17/2011,CA,KERN,COUNTY,Lightning
,34.420029,-119.703379,300,2011,9/10/2011,,CA,SANTA BARBARA,MISSING/NOT SPECIFIED,Lightning
CALIENTE,35.2689,-118.6525,552,2011,9/10/2011,9/10/2011,CA,,PRIVATE,Lightning
INDIAN,35.3061,-118.5394,810,2011,9/10/2011,9/15/2011,CA,,PRIVATE,Lightning
HARPER,35.3881,-118.5225,465,2011,9/10/2011,9/12/2011,CA,,PRIVATE,Lightning
COMMANCHE,35.1139,-118.1667,25577,2011,9/10/2011,9/16/2011,CA,,PRIVATE,Lightning
